 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  11.12.2021    Time:  14: 2:47
 Units: L = cm   , T = days , M = ng   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

  35   -34.0000     -43.813 0.1801   0.1471E+00  0.2150E-02 -0.1472E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2420E+01  0.0000E+00
  36   -35.0000     -43.814 0.1801   0.1471E+00  0.2150E-02 -0.1472E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2398E+01  0.0000E+00
  37   -36.0000     -43.815 0.1801   0.1471E+00  0.2150E-02 -0.1472E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2376E+01  0.0000E+00
  38   -37.0000     -43.815 0.1801   0.1472E+00  0.2150E-02 -0.1473E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2355E+01  0.0000E+00
  39   -38.0000     -43.816 0.1801   0.1472E+00  0.2151E-02 -0.1473E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2335E+01  0.0000E+00
  40   -39.0000     -43.816 0.1801   0.1472E+00  0.2151E-02 -0.1473E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2314E+01  0.0000E+00
  41   -40.0000     -43.817 0.1801   0.1472E+00  0.2151E-02 -0.1473E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2294E+01  0.0000E+00
  42   -41.0000     -43.817 0.1801   0.1473E+00  0.2151E-02 -0.1473E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2274E+01  0.0000E+00
  43   -42.0000     -43.818 0.1801   0.1473E+00  0.2151E-02 -0.1473E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2254E+01  0.0000E+00
  44   -43.0000     -43.818 0.1801   0.1473E+00  0.2151E-02 -0.1473E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2235E+01  0.0000E+00
  45   -44.0000     -43.818 0.1801   0.1473E+00  0.2151E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2216E+01  0.0000E+00
  46   -45.0000     -43.819 0.1801   0.1473E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2198E+01  0.0000E+00
  47   -46.0000     -43.819 0.1801   0.1474E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2180E+01  0.0000E+00
  48   -47.0000     -43.819 0.1801   0.1474E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2162E+01  0.0000E+00
  49   -48.0000     -43.819 0.1801   0.1474E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2144E+01  0.0000E+00
  50   -49.0000     -43.819 0.1801   0.1474E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2127E+01  0.0000E+00
  51   -50.0000     -43.819 0.1801   0.1474E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2110E+01  0.0000E+00
  52   -51.0000     -43.819 0.1801   0.1474E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2093E+01  0.0000E+00
  53   -52.0000     -43.819 0.1801   0.1474E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2077E+01  0.0000E+00
  54   -53.0000     -43.819 0.1801   0.1474E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2061E+01  0.0000E+00
  55   -54.0000     -43.819 0.1801   0.1474E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2045E+01  0.0000E+00
  56   -55.0000     -43.819 0.1801   0.1474E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2030E+01  0.0000E+00
  57   -56.0000     -43.819 0.1801   0.1474E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2014E+01  0.0000E+00
  58   -57.0000     -43.819 0.1801   0.1474E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2000E+01  0.0000E+00
  59   -58.0000     -43.819 0.1801   0.1473E+00  0.2152E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.1985E+01  0.0000E+00
  60   -59.0000     -43.819 0.1801   0.1473E+00  0.2151E-02 -0.1473E+00  0.0000E+00      -1  -0.139E-02   20.00  0.1971E+01  0.0000E+00
  61   -60.0000     -43.820 0.1801   0.1473E+00  0.2151E-02 -0.1473E+00  0.0000E+00      -1  -0.139E-02   20.00  0.1958E+01  0.0000E+00
  62   -61.0000     -43.820 0.1801   0.1472E+00  0.2151E-02 -0.1473E+00  0.0000E+00      -1  -0.139E-02   20.00  0.1944E+01  0.0000E+00
  63   -62.0000     -43.821 0.1801   0.1472E+00  0.2151E-02 -0.1473E+00  0.0000E+00      -1  -0.139E-02   20.00  0.1931E+01  0.0000E+00
  64   -63.0000     -43.821 0.1801   0.1471E+00  0.2150E-02 -0.1472E+00  0.0000E+00      -1  -0.139E-02   20.00  0.1918E+01  0.0000E+00
  65   -64.0000     -43.822 0.1801   0.1471E+00  0.2150E-02 -0.1472E+00  0.0000E+00      -1  -0.139E-02   20.00  0.1906E+01  0.0000E+00
  66   -65.0000     -43.823 0.1801   0.1470E+00  0.2149E-02 -0.1472E+00  0.0000E+00      -1  -0.139E-02   20.00  0.1894E+01  0.0000E+00
  67   -66.0000     -43.824 0.1800   0.1469E+00  0.2149E-02 -0.1471E+00  0.0000E+00      -1  -0.139E-02   20.00  0.1882E+01  0.0000E+00
  68   -67.0000     -43.826 0.1800   0.1468E+00  0.2149E-02 -0.1471E+00  0.0000E+00      -1  -0.139E-02   20.00  0.1871E+01  0.0000E+00
  69   -68.0000     -43.828 0.1800   0.1468E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.1860E+01  0.0000E+00
  70   -69.0000     -43.830 0.1800   0.1467E+00  0.2148E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.1849E+01  0.0000E+00
  71   -70.0000     -43.832 0.1800   0.1466E+00  0.2147E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1838E+01  0.0000E+00
  72   -71.0000     -43.834 0.1800   0.1465E+00  0.2146E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1828E+01  0.0000E+00
  73   -72.0000     -43.837 0.1800   0.1464E+00  0.2146E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1819E+01  0.0000E+00
  74   -73.0000     -43.840 0.1800   0.1462E+00  0.2145E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1809E+01  0.0000E+00
  75   -74.0000     -43.843 0.1800   0.1461E+00  0.2144E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1800E+01  0.0000E+00
  76   -75.0000     -43.847 0.1800   0.1460E+00  0.2144E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1791E+01  0.0000E+00
  77   -76.0000     -43.851 0.1800   0.1459E+00  0.2143E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1783E+01  0.0000E+00
  78   -77.0000     -43.855 0.1800   0.1458E+00  0.2142E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1775E+01  0.0000E+00
  79   -78.0000     -43.860 0.1800   0.1456E+00  0.2141E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1767E+01  0.0000E+00
  80   -79.0000     -43.865 0.1800   0.1455E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1760E+01  0.0000E+00
  81   -80.0000     -43.870 0.1799   0.1454E+00  0.2140E-02 -0.1461E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1753E+01  0.0000E+00
  82   -81.0000     -43.875 0.1799   0.1453E+00  0.2139E-02 -0.1460E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1746E+01  0.0000E+00
  83   -82.0000     -43.881 0.1799   0.1451E+00  0.2138E-02 -0.1460E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1740E+01  0.0000E+00
  84   -83.0000     -43.886 0.1799   0.1450E+00  0.2138E-02 -0.1459E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1734E+01  0.0000E+00
  85   -84.0000     -43.892 0.1799   0.1449E+00  0.2137E-02 -0.1457E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1728E+01  0.0000E+00
  86   -85.0000     -43.898 0.1799   0.1448E+00  0.2136E-02 -0.1456E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1723E+01  0.0000E+00
  87   -86.0000     -43.904 0.1799   0.1447E+00  0.2136E-02 -0.1455E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1718E+01  0.0000E+00
  88   -87.0000     -43.910 0.1799   0.1446E+00  0.2135E-02 -0.1454E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1713E+01  0.0000E+00
  89   -88.0000     -43.916 0.1798   0.1445E+00  0.2134E-02 -0.1453E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1709E+01  0.0000E+00
  90   -89.0000     -43.922 0.1798   0.1444E+00  0.2134E-02 -0.1452E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1705E+01  0.0000E+00
  91   -90.0000     -43.927 0.1798   0.1443E+00  0.2133E-02 -0.1451E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1702E+01  0.0000E+00
  92   -91.0000     -43.933 0.1798   0.1442E+00  0.2133E-02 -0.1450E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1698E+01  0.0000E+00
  93   -92.0000     -43.938 0.1798   0.1441E+00  0.2132E-02 -0.1449E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1696E+01  0.0000E+00
  94   -93.0000     -43.943 0.1798   0.1441E+00  0.2132E-02 -0.1447E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1693E+01  0.0000E+00
  95   -94.0000     -43.947 0.1798   0.1440E+00  0.2132E-02 -0.1446E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1691E+01  0.0000E+00
  96   -95.0000     -43.951 0.1798   0.1440E+00  0.2132E-02 -0.1445E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1689E+01  0.0000E+00
  97   -96.0000     -43.954 0.1798   0.1440E+00  0.2131E-02 -0.1444E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1688E+01  0.0000E+00
  98   -97.0000     -43.957 0.1798   0.1439E+00  0.2131E-02 -0.1443E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1687E+01  0.0000E+00
  99   -98.0000     -43.959 0.1798   0.1439E+00  0.2131E-02 -0.1441E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1686E+01  0.0000E+00
 100   -99.0000     -43.960 0.1798   0.1439E+00  0.2131E-02 -0.1440E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1686E+01  0.0000E+00
 101  -100.0000     -43.960 0.1798   0.1439E+00  0.2131E-02 -0.1440E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1686E+01  0.0000E+00
end


 Time:       70.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -43.730 0.1802   0.1474E+00  0.2152E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3694E+01  0.0000E+00
   2    -1.0000     -43.727 0.1802   0.1473E+00  0.2151E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.3662E+01  0.0000E+00
   3    -2.0000     -43.726 0.1802   0.1471E+00  0.2150E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3630E+01  0.0000E+00
   4    -3.0000     -43.725 0.1802   0.1470E+00  0.2149E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3599E+01  0.0000E+00
   5    -4.0000     -43.724 0.1802   0.1469E+00  0.2149E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3568E+01  0.0000E+00
   6    -5.0000     -43.724 0.1802   0.1467E+00  0.2148E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3537E+01  0.0000E+00
   7    -6.0000     -43.725 0.1803   0.1466E+00  0.2147E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3507E+01  0.0000E+00
   8    -7.0000     -43.726 0.1803   0.1465E+00  0.2147E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3476E+01  0.0000E+00
   9    -8.0000     -43.727 0.1803   0.1464E+00  0.2146E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3447E+01  0.0000E+00
  10    -9.0000     -43.729 0.1802   0.1463E+00  0.2146E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3417E+01  0.0000E+00
  11   -10.0000     -43.731 0.1802   0.1462E+00  0.2145E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3388E+01  0.0000E+00
  12   -11.0000     -43.733 0.1802   0.1462E+00  0.2145E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3359E+01  0.0000E+00
  13   -12.0000     -43.736 0.1802   0.1461E+00  0.2144E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3331E+01  0.0000E+00
  14   -13.0000     -43.739 0.1802   0.1460E+00  0.2144E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3302E+01  0.0000E+00
  15   -14.0000     -43.742 0.1802   0.1459E+00  0.2143E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3274E+01  0.0000E+00
  16   -15.0000     -43.746 0.1802   0.1459E+00  0.2143E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3247E+01  0.0000E+00
  17   -16.0000     -43.749 0.1802   0.1458E+00  0.2142E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3219E+01  0.0000E+00
  18   -17.0000     -43.753 0.1802   0.1458E+00  0.2142E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3192E+01  0.0000E+00
  19   -18.0000     -43.757 0.1802   0.1457E+00  0.2142E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3166E+01  0.0000E+00
  20   -19.0000     -43.761 0.1802   0.1457E+00  0.2142E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3139E+01  0.0000E+00
  21   -20.0000     -43.765 0.1802   0.1456E+00  0.2141E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3113E+01  0.0000E+00
  22   -21.0000     -43.770 0.1802   0.1456E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3088E+01  0.0000E+00
  23   -22.0000     -43.774 0.1802   0.1456E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3062E+01  0.0000E+00
  24   -23.0000     -43.779 0.1802   0.1455E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3037E+01  0.0000E+00
  25   -24.0000     -43.783 0.1802   0.1455E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.3012E+01  0.0000E+00
  26   -25.0000     -43.788 0.1802   0.1455E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2988E+01  0.0000E+00
  27   -26.0000     -43.792 0.1801   0.1455E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2963E+01  0.0000E+00
  28   -27.0000     -43.797 0.1801   0.1455E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2940E+01  0.0000E+00
  29   -28.0000     -43.801 0.1801   0.1455E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2916E+01  0.0000E+00
  30   -29.0000     -43.806 0.1801   0.1455E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2893E+01  0.0000E+00
  31   -30.0000     -43.810 0.1801   0.1455E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2870E+01  0.0000E+00
  32   -31.0000     -43.814 0.1801   0.1455E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2847E+01  0.0000E+00
  33   -32.0000     -43.818 0.1801   0.1456E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2825E+01  0.0000E+00
  34   -33.0000     -43.823 0.1801   0.1456E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2803E+01  0.0000E+00
  35   -34.0000     -43.826 0.1801   0.1456E+00  0.2141E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2781E+01  0.0000E+00
  36   -35.0000     -43.830 0.1801   0.1457E+00  0.2142E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2760E+01  0.0000E+00
  37   -36.0000     -43.834 0.1801   0.1457E+00  0.2142E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2739E+01  0.0000E+00
  38   -37.0000     -43.837 0.1801   0.1458E+00  0.2142E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2718E+01  0.0000E+00
  39   -38.0000     -43.841 0.1801   0.1458E+00  0.2142E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2698E+01  0.0000E+00
  40   -39.0000     -43.844 0.1801   0.1459E+00  0.2143E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2678E+01  0.0000E+00
  41   -40.0000     -43.847 0.1801   0.1459E+00  0.2143E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2658E+01  0.0000E+00
  42   -41.0000     -43.849 0.1800   0.1460E+00  0.2143E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2639E+01  0.0000E+00
  43   -42.0000     -43.852 0.1800   0.1461E+00  0.2144E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2620E+01  0.0000E+00
  44   -43.0000     -43.854 0.1800   0.1461E+00  0.2144E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2601E+01  0.0000E+00
  45   -44.0000     -43.856 0.1800   0.1462E+00  0.2145E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2582E+01  0.0000E+00
  46   -45.0000     -43.857 0.1800   0.1463E+00  0.2145E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2564E+01  0.0000E+00
  47   -46.0000     -43.859 0.1800   0.1464E+00  0.2146E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2546E+01  0.0000E+00
  48   -47.0000     -43.860 0.1800   0.1464E+00  0.2146E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2529E+01  0.0000E+00
  49   -48.0000     -43.861 0.1800   0.1465E+00  0.2147E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2512E+01  0.0000E+00
  50   -49.0000     -43.861 0.1800   0.1466E+00  0.2147E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2495E+01  0.0000E+00
  51   -50.0000     -43.861 0.1800   0.1467E+00  0.2148E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2478E+01  0.0000E+00
  52   -51.0000     -43.861 0.1800   0.1468E+00  0.2148E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2462E+01  0.0000E+00
  53   -52.0000     -43.861 0.1800   0.1469E+00  0.2149E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2446E+01  0.0000E+00
  54   -53.0000     -43.861 0.1800   0.1470E+00  0.2149E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2431E+01  0.0000E+00
  55   -54.0000     -43.860 0.1800   0.1471E+00  0.2150E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2415E+01  0.0000E+00
  56   -55.0000     -43.859 0.1800   0.1471E+00  0.2150E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2401E+01  0.0000E+00
  57   -56.0000     -43.857 0.1800   0.1472E+00  0.2151E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2386E+01  0.0000E+00
  58   -57.0000     -43.856 0.1800   0.1473E+00  0.2151E-02 -0.1471E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2372E+01  0.0000E+00
  59   -58.0000     -43.854 0.1800   0.1474E+00  0.2152E-02 -0.1471E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2358E+01  0.0000E+00
  60   -59.0000     -43.852 0.1800   0.1475E+00  0.2152E-02 -0.1471E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2344E+01  0.0000E+00
  61   -60.0000     -43.850 0.1800   0.1475E+00  0.2153E-02 -0.1472E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2331E+01  0.0000E+00
  62   -61.0000     -43.847 0.1800   0.1476E+00  0.2153E-02 -0.1472E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2318E+01  0.0000E+00
  63   -62.0000     -43.845 0.1801   0.1477E+00  0.2153E-02 -0.1473E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2305E+01  0.0000E+00
  64   -63.0000     -43.842 0.1801   0.1477E+00  0.2154E-02 -0.1473E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2293E+01  0.0000E+00
  65   -64.0000     -43.840 0.1801   0.1478E+00  0.2154E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2281E+01  0.0000E+00
  66   -65.0000     -43.837 0.1801   0.1478E+00  0.2154E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2269E+01  0.0000E+00
  67   -66.0000     -43.834 0.1801   0.1479E+00  0.2155E-02 -0.1474E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2258E+01  0.0000E+00
  68   -67.0000     -43.831 0.1801   0.1479E+00  0.2155E-02 -0.1475E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2247E+01  0.0000E+00
  69   -68.0000     -43.828 0.1801   0.1479E+00  0.2155E-02 -0.1475E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2237E+01  0.0000E+00
  70   -69.0000     -43.825 0.1801   0.1480E+00  0.2155E-02 -0.1475E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2226E+01  0.0000E+00
  71   -70.0000     -43.823 0.1801   0.1480E+00  0.2155E-02 -0.1476E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2216E+01  0.0000E+00
  72   -71.0000     -43.820 0.1801   0.1480E+00  0.2155E-02 -0.1476E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2207E+01  0.0000E+00
  73   -72.0000     -43.817 0.1801   0.1480E+00  0.2156E-02 -0.1476E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2197E+01  0.0000E+00
  74   -73.0000     -43.814 0.1801   0.1480E+00  0.2156E-02 -0.1476E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2188E+01  0.0000E+00
  75   -74.0000     -43.812 0.1801   0.1480E+00  0.2156E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2180E+01  0.0000E+00
  76   -75.0000     -43.810 0.1801   0.1480E+00  0.2156E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2171E+01  0.0000E+00
  77   -76.0000     -43.807 0.1801   0.1480E+00  0.2156E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2163E+01  0.0000E+00
  78   -77.0000     -43.805 0.1801   0.1480E+00  0.2155E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2156E+01  0.0000E+00
  79   -78.0000     -43.804 0.1801   0.1480E+00  0.2155E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2148E+01  0.0000E+00
  80   -79.0000     -43.802 0.1801   0.1480E+00  0.2155E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2141E+01  0.0000E+00
  81   -80.0000     -43.800 0.1801   0.1479E+00  0.2155E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2134E+01  0.0000E+00
  82   -81.0000     -43.799 0.1801   0.1479E+00  0.2155E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2128E+01  0.0000E+00
  83   -82.0000     -43.798 0.1801   0.1479E+00  0.2155E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2122E+01  0.0000E+00
  84   -83.0000     -43.797 0.1801   0.1479E+00  0.2155E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2116E+01  0.0000E+00
  85   -84.0000     -43.796 0.1801   0.1478E+00  0.2154E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2111E+01  0.0000E+00
  86   -85.0000     -43.796 0.1801   0.1478E+00  0.2154E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2106E+01  0.0000E+00
  87   -86.0000     -43.796 0.1801   0.1478E+00  0.2154E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2101E+01  0.0000E+00
  88   -87.0000     -43.795 0.1801   0.1477E+00  0.2154E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2097E+01  0.0000E+00
  89   -88.0000     -43.795 0.1801   0.1477E+00  0.2154E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2093E+01  0.0000E+00
  90   -89.0000     -43.795 0.1801   0.1477E+00  0.2154E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2089E+01  0.0000E+00
  91   -90.0000     -43.796 0.1801   0.1476E+00  0.2153E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2086E+01  0.0000E+00
  92   -91.0000     -43.796 0.1801   0.1476E+00  0.2153E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2083E+01  0.0000E+00
  93   -92.0000     -43.796 0.1801   0.1476E+00  0.2153E-02 -0.1477E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2080E+01  0.0000E+00
  94   -93.0000     -43.797 0.1801   0.1476E+00  0.2153E-02 -0.1476E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2078E+01  0.0000E+00
  95   -94.0000     -43.797 0.1801   0.1476E+00  0.2153E-02 -0.1476E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2076E+01  0.0000E+00
  96   -95.0000     -43.797 0.1801   0.1475E+00  0.2153E-02 -0.1476E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2074E+01  0.0000E+00
  97   -96.0000     -43.798 0.1801   0.1475E+00  0.2153E-02 -0.1476E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2073E+01  0.0000E+00
