 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  11.12.2021    Time:  14: 2:47
 Units: L = cm   , T = days , M = ng   


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

  12   -11.0000     -44.042 0.1796   0.1445E+00  0.2134E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2058E+01  0.0000E+00
  13   -12.0000     -44.056 0.1795   0.1443E+00  0.2133E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2029E+01  0.0000E+00
  14   -13.0000     -44.071 0.1795   0.1441E+00  0.2132E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2000E+01  0.0000E+00
  15   -14.0000     -44.087 0.1795   0.1439E+00  0.2131E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1971E+01  0.0000E+00
  16   -15.0000     -44.104 0.1794   0.1437E+00  0.2130E-02 -0.1461E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1942E+01  0.0000E+00
  17   -16.0000     -44.121 0.1794   0.1434E+00  0.2128E-02 -0.1460E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1914E+01  0.0000E+00
  18   -17.0000     -44.140 0.1794   0.1432E+00  0.2127E-02 -0.1459E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1886E+01  0.0000E+00
  19   -18.0000     -44.160 0.1793   0.1429E+00  0.2125E-02 -0.1458E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1858E+01  0.0000E+00
  20   -19.0000     -44.182 0.1793   0.1426E+00  0.2123E-02 -0.1457E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1830E+01  0.0000E+00
  21   -20.0000     -44.205 0.1792   0.1422E+00  0.2121E-02 -0.1456E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1803E+01  0.0000E+00
  22   -21.0000     -44.229 0.1792   0.1419E+00  0.2119E-02 -0.1455E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1776E+01  0.0000E+00
  23   -22.0000     -44.255 0.1791   0.1415E+00  0.2117E-02 -0.1453E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1749E+01  0.0000E+00
  24   -23.0000     -44.283 0.1790   0.1411E+00  0.2114E-02 -0.1452E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1722E+01  0.0000E+00
  25   -24.0000     -44.313 0.1790   0.1406E+00  0.2111E-02 -0.1450E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1696E+01  0.0000E+00
  26   -25.0000     -44.346 0.1789   0.1401E+00  0.2109E-02 -0.1448E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1670E+01  0.0000E+00
  27   -26.0000     -44.380 0.1788   0.1396E+00  0.2105E-02 -0.1446E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1644E+01  0.0000E+00
  28   -27.0000     -44.418 0.1787   0.1390E+00  0.2102E-02 -0.1444E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1618E+01  0.0000E+00
  29   -28.0000     -44.458 0.1786   0.1384E+00  0.2098E-02 -0.1442E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1593E+01  0.0000E+00
  30   -29.0000     -44.501 0.1785   0.1377E+00  0.2094E-02 -0.1439E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1568E+01  0.0000E+00
  31   -30.0000     -44.548 0.1784   0.1370E+00  0.2090E-02 -0.1436E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1543E+01  0.0000E+00
  32   -31.0000     -44.599 0.1783   0.1362E+00  0.2085E-02 -0.1433E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1518E+01  0.0000E+00
  33   -32.0000     -44.654 0.1782   0.1353E+00  0.2080E-02 -0.1430E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1494E+01  0.0000E+00
  34   -33.0000     -44.713 0.1781   0.1343E+00  0.2074E-02 -0.1426E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1469E+01  0.0000E+00
  35   -34.0000     -44.778 0.1779   0.1333E+00  0.2068E-02 -0.1423E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1445E+01  0.0000E+00
  36   -35.0000     -44.848 0.1777   0.1322E+00  0.2061E-02 -0.1418E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1422E+01  0.0000E+00
  37   -36.0000     -44.924 0.1776   0.1309E+00  0.2054E-02 -0.1413E+00  0.0000E+00      -1  -0.133E-02   20.00  0.1398E+01  0.0000E+00
  38   -37.0000     -45.008 0.1774   0.1296E+00  0.2046E-02 -0.1408E+00  0.0000E+00      -1  -0.133E-02   20.00  0.1374E+01  0.0000E+00
  39   -38.0000     -45.098 0.1772   0.1281E+00  0.2037E-02 -0.1403E+00  0.0000E+00      -1  -0.132E-02   20.00  0.1351E+01  0.0000E+00
  40   -39.0000     -45.197 0.1770   0.1266E+00  0.2027E-02 -0.1396E+00  0.0000E+00      -1  -0.132E-02   20.00  0.1328E+01  0.0000E+00
  41   -40.0000     -45.305 0.1767   0.1248E+00  0.2017E-02 -0.1389E+00  0.0000E+00      -1  -0.131E-02   20.00  0.1305E+01  0.0000E+00
  42   -41.0000     -45.424 0.1765   0.1230E+00  0.2006E-02 -0.1382E+00  0.0000E+00      -1  -0.130E-02   20.00  0.1283E+01  0.0000E+00
  43   -42.0000     -45.554 0.1762   0.1210E+00  0.1994E-02 -0.1374E+00  0.0000E+00      -1  -0.129E-02   20.00  0.1260E+01  0.0000E+00
  44   -43.0000     -45.696 0.1758   0.1188E+00  0.1981E-02 -0.1364E+00  0.0000E+00      -1  -0.129E-02   20.00  0.1238E+01  0.0000E+00
  45   -44.0000     -45.852 0.1755   0.1164E+00  0.1967E-02 -0.1354E+00  0.0000E+00      -1  -0.128E-02   20.00  0.1215E+01  0.0000E+00
  46   -45.0000     -46.024 0.1751   0.1139E+00  0.1952E-02 -0.1343E+00  0.0000E+00      -1  -0.127E-02   20.00  0.1193E+01  0.0000E+00
  47   -46.0000     -46.213 0.1747   0.1111E+00  0.1935E-02 -0.1330E+00  0.0000E+00      -1  -0.125E-02   20.00  0.1171E+01  0.0000E+00
  48   -47.0000     -46.421 0.1742   0.1081E+00  0.1917E-02 -0.1317E+00  0.0000E+00      -1  -0.124E-02   20.00  0.1149E+01  0.0000E+00
  49   -48.0000     -46.652 0.1737   0.1048E+00  0.1898E-02 -0.1304E+00  0.0000E+00      -1  -0.123E-02   20.00  0.1127E+01  0.0000E+00
  50   -49.0000     -46.911 0.1732   0.1012E+00  0.1876E-02 -0.1290E+00  0.0000E+00      -1  -0.122E-02   20.00  0.1105E+01  0.0000E+00
  51   -50.0000     -47.206 0.1725   0.9707E-01  0.1851E-02 -0.1276E+00  0.0000E+00      -1  -0.120E-02   20.00  0.1084E+01  0.0000E+00
  52   -51.0000     -47.536 0.1719   0.9388E-01  0.1829E-02 -0.1263E+00  0.0000E+00      -1  -0.119E-02   20.00  0.1062E+01  0.0000E+00
  53   -52.0000     -47.886 0.1714   0.9230E-01  0.1813E-02 -0.1250E+00  0.0000E+00      -1  -0.118E-02   20.00  0.1041E+01  0.0000E+00
  54   -53.0000     -48.244 0.1708   0.9067E-01  0.1796E-02 -0.1236E+00  0.0000E+00      -1  -0.117E-02   20.00  0.1019E+01  0.0000E+00
  55   -54.0000     -48.613 0.1702   0.8899E-01  0.1778E-02 -0.1222E+00  0.0000E+00      -1  -0.115E-02   20.00  0.9979E+00  0.0000E+00
  56   -55.0000     -48.991 0.1697   0.8726E-01  0.1760E-02 -0.1207E+00  0.0000E+00      -1  -0.114E-02   20.00  0.9767E+00  0.0000E+00
  57   -56.0000     -49.380 0.1691   0.8547E-01  0.1741E-02 -0.1192E+00  0.0000E+00      -1  -0.112E-02   20.00  0.9556E+00  0.0000E+00
  58   -57.0000     -49.781 0.1685   0.8362E-01  0.1722E-02 -0.1176E+00  0.0000E+00      -1  -0.111E-02   20.00  0.9346E+00  0.0000E+00
  59   -58.0000     -50.194 0.1679   0.8171E-01  0.1702E-02 -0.1160E+00  0.0000E+00      -1  -0.109E-02   20.00  0.9137E+00  0.0000E+00
  60   -59.0000     -50.620 0.1672   0.7972E-01  0.1681E-02 -0.1143E+00  0.0000E+00      -1  -0.108E-02   20.00  0.8928E+00  0.0000E+00
  61   -60.0000     -51.061 0.1665   0.7766E-01  0.1659E-02 -0.1125E+00  0.0000E+00      -1  -0.106E-02   20.00  0.8720E+00  0.0000E+00
  62   -61.0000     -51.518 0.1658   0.7552E-01  0.1637E-02 -0.1106E+00  0.0000E+00      -1  -0.104E-02   20.00  0.8512E+00  0.0000E+00
  63   -62.0000     -51.992 0.1651   0.7330E-01  0.1614E-02 -0.1087E+00  0.0000E+00      -1  -0.102E-02   20.00  0.8305E+00  0.0000E+00
  64   -63.0000     -52.485 0.1644   0.7098E-01  0.1589E-02 -0.1067E+00  0.0000E+00      -1  -0.101E-02   20.00  0.8098E+00  0.0000E+00
  65   -64.0000     -52.999 0.1636   0.6856E-01  0.1564E-02 -0.1045E+00  0.0000E+00      -1  -0.985E-03   20.00  0.7892E+00  0.0000E+00
  66   -65.0000     -53.536 0.1628   0.6604E-01  0.1538E-02 -0.1023E+00  0.0000E+00      -1  -0.964E-03   20.00  0.7686E+00  0.0000E+00
  67   -66.0000     -54.098 0.1619   0.6340E-01  0.1510E-02 -0.9986E-01  0.0000E+00      -1  -0.941E-03   20.00  0.7479E+00  0.0000E+00
  68   -67.0000     -54.688 0.1611   0.6065E-01  0.1481E-02 -0.9731E-01  0.0000E+00      -1  -0.917E-03   20.00  0.7272E+00  0.0000E+00
  69   -68.0000     -55.310 0.1601   0.5777E-01  0.1451E-02 -0.9457E-01  0.0000E+00      -1  -0.891E-03   20.00  0.7064E+00  0.0000E+00
  70   -69.0000     -55.965 0.1591   0.5475E-01  0.1420E-02 -0.9163E-01  0.0000E+00      -1  -0.864E-03   20.00  0.6855E+00  0.0000E+00
  71   -70.0000     -56.660 0.1581   0.5159E-01  0.1387E-02 -0.8859E-01  0.0000E+00      -1  -0.835E-03   20.00  0.6644E+00  0.0000E+00
  72   -71.0000     -57.404 0.1570   0.4824E-01  0.1351E-02 -0.8553E-01  0.0000E+00      -1  -0.806E-03   20.00  0.6432E+00  0.0000E+00
  73   -72.0000     -58.213 0.1558   0.4464E-01  0.1314E-02 -0.8249E-01  0.0000E+00      -1  -0.777E-03   20.00  0.6218E+00  0.0000E+00
  74   -73.0000     -59.111 0.1544   0.4069E-01  0.1272E-02 -0.7951E-01  0.0000E+00      -1  -0.749E-03   20.00  0.6004E+00  0.0000E+00
  75   -74.0000     -60.121 0.1530   0.3693E-01  0.1231E-02 -0.7663E-01  0.0000E+00      -1  -0.722E-03   20.00  0.5788E+00  0.0000E+00
  76   -75.0000     -61.201 0.1519   0.3539E-01  0.1202E-02 -0.7378E-01  0.0000E+00      -1  -0.695E-03   20.00  0.5571E+00  0.0000E+00
  77   -76.0000     -62.292 0.1508   0.3382E-01  0.1174E-02 -0.7090E-01  0.0000E+00      -1  -0.668E-03   20.00  0.5354E+00  0.0000E+00
  78   -77.0000     -63.395 0.1497   0.3222E-01  0.1145E-02 -0.6796E-01  0.0000E+00      -1  -0.641E-03   20.00  0.5135E+00  0.0000E+00
  79   -78.0000     -64.511 0.1486   0.3061E-01  0.1115E-02 -0.6497E-01  0.0000E+00      -1  -0.612E-03   20.00  0.4915E+00  0.0000E+00
  80   -79.0000     -65.641 0.1474   0.2898E-01  0.1086E-02 -0.6193E-01  0.0000E+00      -1  -0.584E-03   20.00  0.4694E+00  0.0000E+00
  81   -80.0000     -66.786 0.1463   0.2734E-01  0.1056E-02 -0.5882E-01  0.0000E+00      -1  -0.554E-03   20.00  0.4471E+00  0.0000E+00
  82   -81.0000     -67.946 0.1451   0.2567E-01  0.1025E-02 -0.5562E-01  0.0000E+00      -1  -0.524E-03   20.00  0.4247E+00  0.0000E+00
  83   -82.0000     -69.120 0.1440   0.2400E-01  0.9948E-03 -0.5232E-01  0.0000E+00      -1  -0.493E-03   20.00  0.4020E+00  0.0000E+00
  84   -83.0000     -70.306 0.1428   0.2232E-01  0.9641E-03 -0.4899E-01  0.0000E+00      -1  -0.462E-03   20.00  0.3792E+00  0.0000E+00
  85   -84.0000     -71.511 0.1416   0.2063E-01  0.9332E-03 -0.4576E-01  0.0000E+00      -1  -0.431E-03   20.00  0.3562E+00  0.0000E+00
  86   -85.0000     -72.746 0.1403   0.1889E-01  0.9016E-03 -0.4265E-01  0.0000E+00      -1  -0.402E-03   20.00  0.3331E+00  0.0000E+00
  87   -86.0000     -74.032 0.1390   0.1709E-01  0.8688E-03 -0.3969E-01  0.0000E+00      -1  -0.374E-03   20.00  0.3101E+00  0.0000E+00
  88   -87.0000     -75.404 0.1377   0.1516E-01  0.8336E-03 -0.3693E-01  0.0000E+00      -1  -0.348E-03   20.00  0.2872E+00  0.0000E+00
  89   -88.0000     -76.845 0.1365   0.1401E-01  0.8071E-03 -0.3437E-01  0.0000E+00      -1  -0.324E-03   20.00  0.2645E+00  0.0000E+00
  90   -89.0000     -78.265 0.1356   0.1337E-01  0.7868E-03 -0.3192E-01  0.0000E+00      -1  -0.301E-03   20.00  0.2423E+00  0.0000E+00
  91   -90.0000     -79.616 0.1347   0.1276E-01  0.7674E-03 -0.2953E-01  0.0000E+00      -1  -0.278E-03   20.00  0.2207E+00  0.0000E+00
  92   -91.0000     -80.891 0.1338   0.1218E-01  0.7491E-03 -0.2723E-01  0.0000E+00      -1  -0.257E-03   20.00  0.1998E+00  0.0000E+00
  93   -92.0000     -82.082 0.1331   0.1164E-01  0.7320E-03 -0.2499E-01  0.0000E+00      -1  -0.236E-03   20.00  0.1798E+00  0.0000E+00
  94   -93.0000     -83.180 0.1323   0.1114E-01  0.7162E-03 -0.2283E-01  0.0000E+00      -1  -0.215E-03   20.00  0.1608E+00  0.0000E+00
  95   -94.0000     -84.175 0.1317   0.1068E-01  0.7019E-03 -0.2074E-01  0.0000E+00      -1  -0.195E-03   20.00  0.1432E+00  0.0000E+00
  96   -95.0000     -85.056 0.1311   0.1028E-01  0.6892E-03 -0.1871E-01  0.0000E+00      -1  -0.176E-03   20.00  0.1273E+00  0.0000E+00
  97   -96.0000     -85.808 0.1306   0.9942E-02  0.6784E-03 -0.1675E-01  0.0000E+00      -1  -0.158E-03   20.00  0.1132E+00  0.0000E+00
  98   -97.0000     -86.417 0.1302   0.9664E-02  0.6696E-03 -0.1484E-01  0.0000E+00      -1  -0.140E-03   20.00  0.1016E+00  0.0000E+00
  99   -98.0000     -86.871 0.1299   0.9458E-02  0.6631E-03 -0.1297E-01  0.0000E+00      -1  -0.122E-03   20.00  0.9292E-01  0.0000E+00
 100   -99.0000     -87.153 0.1297   0.9329E-02  0.6590E-03 -0.1113E-01  0.0000E+00      -1  -0.105E-03   20.00  0.8795E-01  0.0000E+00
 101  -100.0000     -87.250 0.1296   0.9285E-02  0.6576E-03 -0.1022E-01  0.0000E+00      -1  -0.963E-04   20.00  0.8795E-01  0.0000E+00
end


 Time:       40.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp   Conc(1..NS) Sorb(1...NS)
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]      [M/L*3]

   1     0.0000     -43.824 0.1801   0.1465E+00  0.2147E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2703E+01  0.0000E+00
   2    -1.0000     -43.828 0.1801   0.1465E+00  0.2146E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2671E+01  0.0000E+00
   3    -2.0000     -43.831 0.1800   0.1465E+00  0.2146E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2639E+01  0.0000E+00
   4    -3.0000     -43.835 0.1800   0.1464E+00  0.2146E-02 -0.1470E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2607E+01  0.0000E+00
   5    -4.0000     -43.838 0.1800   0.1464E+00  0.2146E-02 -0.1469E+00  0.0000E+00      -1  -0.139E-02   20.00  0.2575E+01  0.0000E+00
   6    -5.0000     -43.842 0.1800   0.1464E+00  0.2146E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2544E+01  0.0000E+00
   7    -6.0000     -43.846 0.1800   0.1463E+00  0.2145E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2513E+01  0.0000E+00
   8    -7.0000     -43.850 0.1800   0.1463E+00  0.2145E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2482E+01  0.0000E+00
   9    -8.0000     -43.854 0.1800   0.1462E+00  0.2145E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2451E+01  0.0000E+00
  10    -9.0000     -43.859 0.1800   0.1462E+00  0.2145E-02 -0.1469E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2421E+01  0.0000E+00
  11   -10.0000     -43.864 0.1800   0.1461E+00  0.2144E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2391E+01  0.0000E+00
  12   -11.0000     -43.868 0.1800   0.1461E+00  0.2144E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2361E+01  0.0000E+00
  13   -12.0000     -43.874 0.1800   0.1460E+00  0.2144E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2331E+01  0.0000E+00
  14   -13.0000     -43.879 0.1799   0.1460E+00  0.2143E-02 -0.1468E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2302E+01  0.0000E+00
  15   -14.0000     -43.884 0.1799   0.1459E+00  0.2143E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2273E+01  0.0000E+00
  16   -15.0000     -43.890 0.1799   0.1458E+00  0.2143E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2244E+01  0.0000E+00
  17   -16.0000     -43.896 0.1799   0.1458E+00  0.2142E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2215E+01  0.0000E+00
  18   -17.0000     -43.903 0.1799   0.1457E+00  0.2142E-02 -0.1467E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2187E+01  0.0000E+00
  19   -18.0000     -43.909 0.1799   0.1456E+00  0.2141E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2159E+01  0.0000E+00
  20   -19.0000     -43.917 0.1799   0.1455E+00  0.2141E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2131E+01  0.0000E+00
  21   -20.0000     -43.924 0.1798   0.1455E+00  0.2140E-02 -0.1466E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2104E+01  0.0000E+00
  22   -21.0000     -43.932 0.1798   0.1454E+00  0.2140E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2076E+01  0.0000E+00
  23   -22.0000     -43.940 0.1798   0.1453E+00  0.2139E-02 -0.1465E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2049E+01  0.0000E+00
  24   -23.0000     -43.948 0.1798   0.1452E+00  0.2139E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.2022E+01  0.0000E+00
  25   -24.0000     -43.957 0.1798   0.1451E+00  0.2138E-02 -0.1464E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1995E+01  0.0000E+00
  26   -25.0000     -43.967 0.1797   0.1449E+00  0.2137E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1969E+01  0.0000E+00
  27   -26.0000     -43.976 0.1797   0.1448E+00  0.2137E-02 -0.1463E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1943E+01  0.0000E+00
  28   -27.0000     -43.987 0.1797   0.1447E+00  0.2136E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1917E+01  0.0000E+00
  29   -28.0000     -43.998 0.1797   0.1446E+00  0.2135E-02 -0.1462E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1891E+01  0.0000E+00
  30   -29.0000     -44.009 0.1797   0.1444E+00  0.2134E-02 -0.1461E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1866E+01  0.0000E+00
  31   -30.0000     -44.021 0.1796   0.1443E+00  0.2133E-02 -0.1461E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1841E+01  0.0000E+00
  32   -31.0000     -44.033 0.1796   0.1441E+00  0.2132E-02 -0.1460E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1816E+01  0.0000E+00
  33   -32.0000     -44.047 0.1796   0.1440E+00  0.2131E-02 -0.1459E+00  0.0000E+00      -1  -0.138E-02   20.00  0.1791E+01  0.0000E+00
  34   -33.0000     -44.060 0.1795   0.1438E+00  0.2130E-02 -0.1458E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1767E+01  0.0000E+00
  35   -34.0000     -44.075 0.1795   0.1436E+00  0.2129E-02 -0.1458E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1743E+01  0.0000E+00
  36   -35.0000     -44.090 0.1795   0.1434E+00  0.2128E-02 -0.1457E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1719E+01  0.0000E+00
  37   -36.0000     -44.107 0.1794   0.1432E+00  0.2127E-02 -0.1456E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1695E+01  0.0000E+00
  38   -37.0000     -44.124 0.1794   0.1430E+00  0.2126E-02 -0.1455E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1672E+01  0.0000E+00
  39   -38.0000     -44.142 0.1794   0.1428E+00  0.2124E-02 -0.1454E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1648E+01  0.0000E+00
  40   -39.0000     -44.161 0.1793   0.1425E+00  0.2123E-02 -0.1453E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1626E+01  0.0000E+00
  41   -40.0000     -44.181 0.1793   0.1423E+00  0.2121E-02 -0.1452E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1603E+01  0.0000E+00
  42   -41.0000     -44.202 0.1792   0.1420E+00  0.2119E-02 -0.1451E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1581E+01  0.0000E+00
  43   -42.0000     -44.224 0.1792   0.1417E+00  0.2118E-02 -0.1449E+00  0.0000E+00      -1  -0.137E-02   20.00  0.1558E+01  0.0000E+00
  44   -43.0000     -44.248 0.1791   0.1413E+00  0.2116E-02 -0.1448E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1536E+01  0.0000E+00
  45   -44.0000     -44.273 0.1791   0.1410E+00  0.2114E-02 -0.1446E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1515E+01  0.0000E+00
  46   -45.0000     -44.300 0.1790   0.1406E+00  0.2111E-02 -0.1445E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1493E+01  0.0000E+00
  47   -46.0000     -44.328 0.1789   0.1402E+00  0.2109E-02 -0.1443E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1472E+01  0.0000E+00
  48   -47.0000     -44.358 0.1789   0.1398E+00  0.2106E-02 -0.1441E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1451E+01  0.0000E+00
  49   -48.0000     -44.390 0.1788   0.1393E+00  0.2104E-02 -0.1439E+00  0.0000E+00      -1  -0.136E-02   20.00  0.1431E+01  0.0000E+00
  50   -49.0000     -44.424 0.1787   0.1388E+00  0.2101E-02 -0.1437E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1410E+01  0.0000E+00
  51   -50.0000     -44.460 0.1786   0.1383E+00  0.2098E-02 -0.1435E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1390E+01  0.0000E+00
  52   -51.0000     -44.499 0.1785   0.1377E+00  0.2094E-02 -0.1432E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1371E+01  0.0000E+00
  53   -52.0000     -44.541 0.1785   0.1371E+00  0.2090E-02 -0.1430E+00  0.0000E+00      -1  -0.135E-02   20.00  0.1351E+01  0.0000E+00
  54   -53.0000     -44.585 0.1784   0.1364E+00  0.2086E-02 -0.1427E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1332E+01  0.0000E+00
  55   -54.0000     -44.632 0.1782   0.1357E+00  0.2082E-02 -0.1424E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1313E+01  0.0000E+00
  56   -55.0000     -44.683 0.1781   0.1349E+00  0.2077E-02 -0.1420E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1294E+01  0.0000E+00
  57   -56.0000     -44.738 0.1780   0.1341E+00  0.2072E-02 -0.1417E+00  0.0000E+00      -1  -0.134E-02   20.00  0.1275E+01  0.0000E+00
  58   -57.0000     -44.796 0.1779   0.1332E+00  0.2067E-02 -0.1413E+00  0.0000E+00      -1  -0.133E-02   20.00  0.1257E+01  0.0000E+00
  59   -58.0000     -44.859 0.1777   0.1322E+00  0.2061E-02 -0.1408E+00  0.0000E+00      -1  -0.133E-02   20.00  0.1239E+01  0.0000E+00
  60   -59.0000     -44.927 0.1776   0.1311E+00  0.2055E-02 -0.1403E+00  0.0000E+00      -1  -0.132E-02   20.00  0.1221E+01  0.0000E+00
  61   -60.0000     -45.000 0.1774   0.1300E+00  0.2048E-02 -0.1398E+00  0.0000E+00      -1  -0.132E-02   20.00  0.1204E+01  0.0000E+00
  62   -61.0000     -45.079 0.1772   0.1288E+00  0.2041E-02 -0.1393E+00  0.0000E+00      -1  -0.131E-02   20.00  0.1186E+01  0.0000E+00
  63   -62.0000     -45.164 0.1770   0.1274E+00  0.2033E-02 -0.1387E+00  0.0000E+00      -1  -0.131E-02   20.00  0.1169E+01  0.0000E+00
  64   -63.0000     -45.256 0.1768   0.1260E+00  0.2024E-02 -0.1380E+00  0.0000E+00      -1  -0.130E-02   20.00  0.1153E+01  0.0000E+00
  65   -64.0000     -45.355 0.1766   0.1244E+00  0.2015E-02 -0.1373E+00  0.0000E+00      -1  -0.129E-02   20.00  0.1136E+01  0.0000E+00
  66   -65.0000     -45.462 0.1764   0.1228E+00  0.2005E-02 -0.1365E+00  0.0000E+00      -1  -0.129E-02   20.00  0.1120E+01  0.0000E+00
  67   -66.0000     -45.578 0.1761   0.1210E+00  0.1994E-02 -0.1356E+00  0.0000E+00      -1  -0.128E-02   20.00  0.1104E+01  0.0000E+00
  68   -67.0000     -45.704 0.1758   0.1191E+00  0.1983E-02 -0.1346E+00  0.0000E+00      -1  -0.127E-02   20.00  0.1088E+01  0.0000E+00
  69   -68.0000     -45.840 0.1755   0.1170E+00  0.1971E-02 -0.1336E+00  0.0000E+00      -1  -0.126E-02   20.00  0.1073E+01  0.0000E+00
  70   -69.0000     -45.987 0.1752   0.1149E+00  0.1958E-02 -0.1324E+00  0.0000E+00      -1  -0.125E-02   20.00  0.1058E+01  0.0000E+00
  71   -70.0000     -46.146 0.1749   0.1126E+00  0.1944E-02 -0.1311E+00  0.0000E+00      -1  -0.124E-02   20.00  0.1043E+01  0.0000E+00
  72   -71.0000     -46.318 0.1745   0.1101E+00  0.1929E-02 -0.1297E+00  0.0000E+00      -1  -0.122E-02   20.00  0.1028E+01  0.0000E+00
  73   -72.0000     -46.503 0.1741   0.1075E+00  0.1914E-02 -0.1283E+00  0.0000E+00      -1  -0.121E-02   20.00  0.1014E+01  0.0000E+00
  74   -73.0000     -46.705 0.1736   0.1047E+00  0.1897E-02 -0.1268E+00  0.0000E+00      -1  -0.120E-02   20.00  0.9996E+00  0.0000E+00
